id,created_at,answers
ff728852-4702-4588-82fd-2028bbcd01ed,2026-05-12T09:17:10.307005+00:00,"{""q1"": ""2人"", ""q2"": ""2~3歳"", ""q3"": ""仙台市内"", ""q4"": ""2回目""}"
9da31011-726a-470c-a04f-1a0b878a315d,2026-05-12T09:19:02.48127+00:00,"{""q1"": ""2人"", ""q2"": ""2~3歳"", ""q3"": ""名取市内"", ""q4"": ""2回目""}"
5b073929-4ca0-49e0-bbf3-5bc424c424b2,2026-05-12T09:19:14.384393+00:00,"{""q1"": ""3人"", ""q2"": ""4~6歳"", ""q3"": ""それ以外の地域"", ""q4"": ""初めて""}"
b436efe9-ecb5-4c18-b86d-e0c2a251982d,2026-05-12T09:55:28.080787+00:00,"{""q1"": ""1人"", ""q2"": ""4~6歳"", ""q3"": ""名取市内"", ""q4"": ""3回目""}"
